Order ID,Date,Category,Product Name,Quantity,Unit Price,Total Price,Region,Payment Method,Year,Month,Day,DayOfWeek,WeekOfYear,IsWeekend
ORD10251,2023-01-11,Clothing,Running Shoes,3,500.74,1502.22,Asia,Credit Card,2023,1,11,2,2,0
ORD10241,2023-01-11,Electronics,Wireless Mouse,1,8114.41,8114.41,Africa,UPI,2023,1,11,2,2,0
ORD11069,2023-01-11,Electronics,Laptop Stand,4,12443.4,49773.6,Europe,Credit Card,2023,1,11,2,2,0
ORD13544,2023-01-12,Sports,Cricket Bat,3,1742.4,5227.2,South America,PayPal,2023,1,12,3,2,0
ORD13430,2023-01-12,Books,Cookbook,6,455.23,2731.38,North America,PayPal,2023,1,12,3,2,0
ORD13074,2023-01-12,Beauty Products,Perfume,1,2181.3,2181.3,Africa,PayPal,2023,1,12,3,2,0
ORD10369,2023-01-12,Home Appliances,Vacuum Cleaner,2,11956.17,23912.34,Europe,Debit Card,2023,1,12,3,2,0
ORD10051,2023-01-12,Home Appliances,Office Chair,1,11782.23,11782.23,Africa,Credit Card,2023,1,12,3,2,0
ORD11353,2023-01-12,Beauty Products,Perfume,1,893.24,893.24,Europe,Credit Card,2023,1,12,3,2,0
ORD15761,2023-01-13,Books,Self-Help Guide,1,945.39,945.39,South America,Debit Card,2023,1,13,4,2,0
ORD15337,2023-01-13,Beauty Products,Face Moisturizer,1,1680.12,1680.12,North America,PayPal,2023,1,13,4,2,0
ORD14826,2023-01-13,Clothing,Cotton T-Shirt,3,531.96,1595.88,Africa,Credit Card,2023,1,13,4,2,0
ORD14460,2023-01-13,Clothing,Cotton T-Shirt,2,735.08,1470.16,Africa,UPI,2023,1,13,4,2,0
ORD13707,2023-01-13,Electronics,Laptop Stand,7,5790.7,40534.9,Europe,Net Banking,2023,1,13,4,2,0
ORD13447,2023-01-13,Home Appliances,Air Fryer,5,6555.17,32775.85,Asia,Credit Card,2023,1,13,4,2,0
ORD14340,2023-01-13,Beauty Products,Shampoo,1,1881.8,1881.8,Africa,PayPal,2023,1,13,4,2,0
ORD13143,2023-01-13,Beauty Products,Lipstick,4,2200.31,8801.24,Europe,Debit Card,2023,1,13,4,2,0
ORD10608,2023-01-13,Books,Children's Storybook,1,708.55,708.55,South America,Credit Card,2023,1,13,4,2,0
ORD10556,2023-01-13,Home Appliances,Vacuum Cleaner,1,4144.46,4144.46,Africa,PayPal,2023,1,13,4,2,0
ORD10205,2023-01-13,Sports,Resistance Bands,1,2291.86,2291.86,Africa,UPI,2023,1,13,4,2,0
ORD10081,2023-01-13,Sports,Football,2,3382.42,6764.84,Australia,PayPal,2023,1,13,4,2,0
ORD13169,2023-01-13,Books,Self-Help Guide,2,927.6,1855.2,Africa,Credit Card,2023,1,13,4,2,0
ORD10095,2023-01-14,Home Appliances,Office Chair,1,2580.05,2580.05,Africa,Net Banking,2023,1,14,5,2,1
ORD10231,2023-01-14,Home Appliances,Microwave Oven,2,11677.78,23355.56,Europe,PayPal,2023,1,14,5,2,1
ORD11462,2023-01-14,Beauty Products,Face Moisturizer,6,1733.8,10402.8,Asia,Credit Card,2023,1,14,5,2,1
ORD12218,2023-01-14,Clothing,Running Shoes,1,555.9,555.9,Africa,Credit Card,2023,1,14,5,2,1
ORD14866,2023-01-14,Beauty Products,Perfume,4,1276.81,5107.24,Europe,Credit Card,2023,1,14,5,2,1
ORD15766,2023-01-14,Sports,Yoga Mat,4,5130.65,20522.6,Asia,Net Banking,2023,1,14,5,2,1
ORD15402,2023-01-15,Home Appliances,Office Chair,3,11155.95,33467.85,Australia,Debit Card,2023,1,15,6,2,1
ORD13600,2023-01-15,Beauty Products,Shampoo,2,2218.92,4437.84,North America,Credit Card,2023,1,15,6,2,1
ORD15101,2023-01-15,Beauty Products,Perfume,2,1151.61,2303.22,South America,UPI,2023,1,15,6,2,1
ORD12863,2023-01-15,Sports,Yoga Mat,3,3968.29,11904.87,Africa,Credit Card,2023,1,15,6,2,1
ORD12826,2023-01-15,Electronics,Wireless Mouse,4,12145.67,48582.68,Africa,Debit Card,2023,1,15,6,2,1
ORD13238,2023-01-15,Beauty Products,Sunscreen SPF50,4,1118.87,4475.48,North America,UPI,2023,1,15,6,2,1
ORD15890,2023-01-16,Books,Fiction Novel,1,216.85,216.85,Australia,PayPal,2023,1,16,0,3,0
ORD15492,2023-01-16,Sports,Cricket Bat,3,3534.75,10604.25,Africa,Credit Card,2023,1,16,0,3,0
ORD14188,2023-01-16,Books,Notebook Set,2,228.58,457.16,Australia,PayPal,2023,1,16,0,3,0
ORD12355,2023-01-16,Books,Cookbook,1,558.77,558.77,South America,Net Banking,2023,1,16,0,3,0
ORD15647,2023-01-16,Books,Notebook Set,2,351.95,703.9,South America,UPI,2023,1,16,0,3,0
ORD11998,2023-01-16,Clothing,Denim Jacket,1,2876.19,2876.19,Africa,Credit Card,2023,1,16,0,3,0
ORD10802,2023-01-16,Sports,Dumbbell Set,3,3299.38,9898.14,Africa,Credit Card,2023,1,16,0,3,0
ORD10347,2023-01-16,Sports,Football,3,1174.55,3523.65,Australia,Credit Card,2023,1,16,0,3,0
ORD12181,2023-01-16,Home Appliances,Office Chair,3,2627.06,7881.18,Europe,PayPal,2023,1,16,0,3,0
ORD11124,2023-01-17,Books,Fiction Novel,2,759.67,1519.34,Asia,Credit Card,2023,1,17,1,3,0
ORD11953,2023-01-17,Books,Notebook Set,4,624.74,2498.96,North America,PayPal,2023,1,17,1,3,0
ORD14271,2023-01-17,Electronics,USB-C Hub,3,4663.19,13989.57,North America,PayPal,2023,1,17,1,3,0
ORD14367,2023-01-17,Sports,Dumbbell Set,1,3752.8,3752.8,North America,Credit Card,2023,1,17,1,3,0
ORD14859,2023-01-17,Sports,Resistance Bands,6,3958.36,23750.16,Europe,Credit Card,2023,1,17,1,3,0
ORD15972,2023-01-17,Home Appliances,Vacuum Cleaner,3,11052.04,33156.12,Europe,Credit Card,2023,1,17,1,3,0
ORD14518,2023-01-18,Electronics,USB-C Hub,5,11492.68,57463.4,Australia,PayPal,2023,1,18,2,3,0
ORD15455,2023-01-18,Beauty Products,Perfume,6,2184.01,13104.06,North America,Debit Card,2023,1,18,2,3,0
ORD13422,2023-01-18,Electronics,Smartwatch,1,13551.49,13551.49,Africa,Credit Card,2023,1,18,2,3,0
ORD15979,2023-01-18,Clothing,Running Shoes,1,1128.87,1128.87,Asia,UPI,2023,1,18,2,3,0
ORD11773,2023-01-18,Sports,Resistance Bands,2,1478.19,2956.38,Africa,Credit Card,2023,1,18,2,3,0
ORD10445,2023-01-18,Home Appliances,Air Fryer,1,4435.58,4435.58,South America,Debit Card,2023,1,18,2,3,0
ORD10194,2023-01-18,Sports,Cricket Bat,2,1579.95,3159.9,Asia,Debit Card,2023,1,18,2,3,0
ORD13411,2023-01-18,Home Appliances,Air Fryer,1,11341.74,11341.74,South America,PayPal,2023,1,18,2,3,0
ORD10510,2023-01-19,Electronics,Bluetooth Speaker,5,11168.77,55843.85,Asia,Credit Card,2023,1,19,3,3,0
ORD10993,2023-01-19,Clothing,Wool Sweater,3,2765.29,8295.87,South America,Credit Card,2023,1,19,3,3,0
ORD11752,2023-01-19,Home Appliances,Office Chair,4,8390.68,33562.72,North America,UPI,2023,1,19,3,3,0
ORD12032,2023-01-19,Books,Self-Help Guide,5,896.3,4481.5,Australia,UPI,2023,1,19,3,3,0
ORD12838,2023-01-19,Home Appliances,Table Lamp,1,3798.03,3798.03,South America,Credit Card,2023,1,19,3,3,0
ORD13018,2023-01-19,Beauty Products,Perfume,1,2273.03,2273.03,South America,Debit Card,2023,1,19,3,3,0
ORD13402,2023-01-19,Beauty Products,Sunscreen SPF50,49,1711.96,83886.04,Africa,UPI,2023,1,19,3,3,0
ORD15649,2023-01-19,Home Appliances,Table Lamp,1,3633.86,3633.86,North America,Credit Card,2023,1,19,3,3,0
ORD14719,2023-01-20,Clothing,Running Shoes,3,716.33,2148.99,South America,Credit Card,2023,1,20,4,3,0
ORD14069,2023-01-20,Beauty Products,Shampoo,3,2219.07,6657.21,South America,PayPal,2023,1,20,4,3,0
ORD13880,2023-01-20,Home Appliances,Microwave Oven,2,6744.73,13489.46,South America,UPI,2023,1,20,4,3,0
ORD12669,2023-01-20,Beauty Products,Sunscreen SPF50,1,1391.79,1391.79,Australia,Credit Card,2023,1,20,4,3,0
ORD10389,2023-01-20,Clothing,Cotton T-Shirt,4,620.92,2483.68,North America,Credit Card,2023,1,20,4,3,0
ORD11618,2023-01-20,Books,Children's Storybook,5,657.97,3289.85,South America,PayPal,2023,1,20,4,3,0
ORD15549,2023-01-21,Sports,Resistance Bands,3,3159.66,9478.98,Asia,Credit Card,2023,1,21,5,3,1
ORD10637,2023-01-21,Electronics,Smartwatch,5,9972.7,49863.5,Australia,PayPal,2023,1,21,5,3,1
ORD10893,2023-01-21,Beauty Products,Perfume,2,568.27,1136.54,Australia,Debit Card,2023,1,21,5,3,1
ORD11352,2023-01-21,Clothing,Wool Sweater,4,1525.61,6102.44,Australia,Debit Card,2023,1,21,5,3,1
ORD11862,2023-01-21,Books,Children's Storybook,1,429.48,429.48,Africa,UPI,2023,1,21,5,3,1
ORD12536,2023-01-21,Books,Self-Help Guide,3,901.4,2704.2,Australia,PayPal,2023,1,21,5,3,1
ORD12846,2023-01-21,Clothing,Formal Shirt,7,3170.64,22194.48,Asia,Credit Card,2023,1,21,5,3,1
ORD13138,2023-01-21,Home Appliances,Air Fryer,4,5320.7,21282.8,Australia,Net Banking,2023,1,21,5,3,1
ORD13320,2023-01-21,Clothing,Cotton T-Shirt,4,2584.82,10339.28,Asia,PayPal,2023,1,21,5,3,1
ORD14237,2023-01-21,Sports,Dumbbell Set,5,3072.82,15364.1,North America,Debit Card,2023,1,21,5,3,1
ORD14849,2023-01-22,Sports,Yoga Mat,3,665.09,1995.27,South America,Credit Card,2023,1,22,6,3,1
ORD15598,2023-01-22,Books,Notebook Set,4,538.64,2154.56,Europe,PayPal,2023,1,22,6,3,1
ORD10410,2023-01-22,Books,Cookbook,9,837.64,7538.76,Asia,Debit Card,2023,1,22,6,3,1
ORD10112,2023-01-23,Beauty Products,Face Moisturizer,2,2365.48,4730.96,Europe,UPI,2023,1,23,0,4,0
ORD10152,2023-01-23,Books,Self-Help Guide,6,496.96,2981.76,Asia,PayPal,2023,1,23,0,4,0
ORD10501,2023-01-23,Clothing,Running Shoes,6,2932.36,17594.16,Australia,UPI,2023,1,23,0,4,0
ORD11576,2023-01-23,Electronics,Laptop Stand,2,9460.35,18920.7,Asia,Debit Card,2023,1,23,0,4,0
ORD12297,2023-01-23,Home Appliances,Vacuum Cleaner,8,2179.38,17435.04,Europe,Debit Card,2023,1,23,0,4,0
ORD14409,2023-01-23,Beauty Products,Face Moisturizer,6,901.22,5407.32,North America,PayPal,2023,1,23,0,4,0
ORD14728,2023-01-23,Electronics,Laptop Stand,4,1850.8,7403.2,North America,UPI,2023,1,23,0,4,0
ORD11835,2023-01-24,Home Appliances,Microwave Oven,1,5474.84,5474.84,Europe,PayPal,2023,1,24,1,4,0
ORD15607,2023-01-24,Electronics,USB-C Hub,39,5861.03,228580.17,Africa,Credit Card,2023,1,24,1,4,0
ORD14266,2023-01-24,Home Appliances,Office Chair,1,5828.41,5828.41,Australia,PayPal,2023,1,24,1,4,0
ORD14003,2023-01-24,Beauty Products,Shampoo,6,361.36,2168.16,North America,Net Banking,2023,1,24,1,4,0
ORD10775,2023-01-24,Books,Children's Storybook,2,664.83,1329.66,South America,Net Banking,2023,1,24,1,4,0
ORD11867,2023-01-24,Sports,Dumbbell Set,3,3892.19,11676.57,Australia,Credit Card,2023,1,24,1,4,0
ORD10821,2023-01-24,Clothing,Running Shoes,3,2104.67,6314.01,Europe,PayPal,2023,1,24,1,4,0
ORD15626,2023-01-24,Beauty Products,Face Moisturizer,4,1067.09,4268.36,North America,Net Banking,2023,1,24,1,4,0
ORD13474,2023-01-24,Clothing,Denim Jacket,3,2874.76,8624.28,Europe,Debit Card,2023,1,24,1,4,0
ORD15997,2023-01-24,Clothing,Formal Shirt,5,3008.57,15042.85,Australia,Debit Card,2023,1,24,1,4,0
ORD15672,2023-01-25,Beauty Products,Lipstick,4,2446.24,9784.96,Australia,Credit Card,2023,1,25,2,4,0
ORD13165,2023-01-25,Clothing,Running Shoes,1,2795.89,2795.89,Australia,Net Banking,2023,1,25,2,4,0
ORD15986,2023-01-25,Clothing,Wool Sweater,5,540.28,2701.4,South America,PayPal,2023,1,25,2,4,0
ORD12767,2023-01-25,Home Appliances,Air Fryer,1,11756.06,11756.06,Africa,UPI,2023,1,25,2,4,0
ORD10322,2023-01-25,Clothing,Cotton T-Shirt,3,1825.58,5476.74,Europe,UPI,2023,1,25,2,4,0
ORD11736,2023-01-25,Sports,Yoga Mat,7,3479.97,24359.79,Asia,Debit Card,2023,1,25,2,4,0
ORD11710,2023-01-25,Clothing,Wool Sweater,1,2302.49,2302.49,Africa,Credit Card,2023,1,25,2,4,0
ORD10255,2023-01-25,Sports,Yoga Mat,5,2854.28,14271.4,Asia,PayPal,2023,1,25,2,4,0
ORD11840,2023-01-25,Books,Cookbook,6,971.43,5828.58,North America,UPI,2023,1,25,2,4,0
ORD15872,2023-01-26,Clothing,Wool Sweater,2,2649.08,5298.16,Australia,Credit Card,2023,1,26,3,4,0
ORD14701,2023-01-26,Sports,Yoga Mat,1,5054.21,5054.21,Africa,PayPal,2023,1,26,3,4,0
ORD14697,2023-01-26,Electronics,USB-C Hub,3,12753.9,38261.7,Australia,PayPal,2023,1,26,3,4,0
ORD13051,2023-01-26,Clothing,Cotton T-Shirt,3,1447.22,4341.66,Europe,UPI,2023,1,26,3,4,0
ORD10871,2023-01-26,Sports,Resistance Bands,5,5419.84,27099.2,Asia,PayPal,2023,1,26,3,4,0
ORD10837,2023-01-26,Home Appliances,Table Lamp,1,4689.13,4689.13,Asia,Credit Card,2023,1,26,3,4,0
ORD10538,2023-01-26,Home Appliances,Vacuum Cleaner,2,11758.45,23516.9,Europe,Debit Card,2023,1,26,3,4,0
ORD12204,2023-01-26,Sports,Cricket Bat,5,3096.31,15481.55,Australia,UPI,2023,1,26,3,4,0
ORD14531,2023-01-27,Electronics,Bluetooth Speaker,4,3327.88,13311.52,Africa,Debit Card,2023,1,27,4,4,0
ORD15442,2023-01-27,Books,Self-Help Guide,3,331.47,994.41,Europe,Debit Card,2023,1,27,4,4,0
ORD15192,2023-01-27,Electronics,Wireless Mouse,3,1569.54,4708.62,North America,Credit Card,2023,1,27,4,4,0
ORD14609,2023-01-27,Electronics,Bluetooth Speaker,3,13848.07,41544.21,South America,Credit Card,2023,1,27,4,4,0
ORD14101,2023-01-27,Sports,Cricket Bat,1,1863.66,1863.66,Europe,Debit Card,2023,1,27,4,4,0
ORD14829,2023-01-27,Books,Notebook Set,1,727.66,727.66,Europe,Credit Card,2023,1,27,4,4,0
ORD11628,2023-01-27,Sports,Football,2,5122.94,10245.88,Europe,PayPal,2023,1,27,4,4,0
ORD11230,2023-01-27,Books,Self-Help Guide,3,910.1,2730.3,Europe,PayPal,2023,1,27,4,4,0
